"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE2080","GENE2080_HUMAN","P53780","Protein GENE2080",0.1967,0.967554,0.847711,0,0.0718,4,4,FALSE,FALSE,FALSE
"GENE0862","GENE0862_HUMAN","P65921","Protein GENE0862",-0.2917,0.468039,0.341365,0.0681,0.4668,4,6,FALSE,TRUE,FALSE
"GENE1619","GENE1619_HUMAN","P86933","Protein GENE1619",0.5183,1,0.496641,0,0.304,2,5,FALSE,FALSE,FALSE
"GENE1550","GENE1550_HUMAN","P00383","Protein GENE1550",0.3568,1,0.968176,0,0.014,6,4,FALSE,TRUE,FALSE
"GENE1945","GENE1945_HUMAN","P36205","Protein GENE1945",0.467,1,0.708114,0,0.1499,2,2,FALSE,FALSE,FALSE
"GENE1122","GENE1122_HUMAN","P36185","Protein GENE1122",0.4837,0.657052,0.655998,0,0.1831,4,4,FALSE,FALSE,FALSE
"GENE2098","GENE2098_HUMAN","P57644","Protein GENE2098",0.1547,1,0.424603,0.356,0.372,2,3,FALSE,FALSE,FALSE
"GENE1266","GENE1266_HUMAN","P40241","Protein GENE1266",1.4338,0.165148,0.035549,1.1156,1.4492,5,2,FALSE,TRUE,TRUE
"GENE1367","GENE1367_HUMAN","P11436","Protein GENE1367",-0.3499,1,0.946861,0,0.0237,4,4,FALSE,FALSE,FALSE
"GENE1257","GENE1257_HUMAN","P27282","Protein GENE1257",0.184,1,0.563799,0,0.2489,3,3,FALSE,FALSE,FALSE
"GENE1548","GENE1548_HUMAN","P30437","Protein GENE1548",1.2125,0.168773,0.063181,0.8018,1.1994,6,5,FALSE,FALSE,FALSE
"GENE2485","GENE2485_HUMAN","P34529","Protein GENE2485",-0.1732,1,0.550909,0.2273,0.2589,6,3,FALSE,FALSE,FALSE
"GENE2437","GENE2437_HUMAN","P38955","Protein GENE2437",-0.193,0.556413,0.260491,0.199,0.5842,4,3,FALSE,FALSE,FALSE
"GENE0228","GENE0228_HUMAN","P19040","Protein GENE0228",0.478,0.893288,0.216998,0.4363,0.6635,6,3,FALSE,FALSE,FALSE
"GENE2131","GENE2131_HUMAN","P67041","Protein GENE2131",0.0933,0.794969,0.670748,0,0.1734,2,4,FALSE,FALSE,FALSE
"GENE1385","GENE1385_HUMAN","P07965","Protein GENE1385",-0.4893,1,0.992733,0,0.0032,2,5,FALSE,FALSE,FALSE
"GENE2242","GENE2242_HUMAN","P71592","Protein GENE2242",-0.2759,0.619603,0.39423,0,0.4042,6,4,FALSE,FALSE,FALSE
"GENE0319","GENE0319_HUMAN","P22189","Protein GENE0319",-0.0325,1,0.95269,0,0.021,4,3,TRUE,FALSE,FALSE
"GENE0639","GENE0639_HUMAN","P68893","Protein GENE0639",0.2528,1,0.266307,0.0073,0.5746,3,6,TRUE,TRUE,FALSE
"GENE2000","GENE2000_HUMAN","P93886","Protein GENE2000",2.8796,0.03406,0.006974,1.7639,2.1565,5,5,FALSE,FALSE,TRUE
"GENE0599","GENE0599_HUMAN","P92876","Protein GENE0599",-0.0808,0.5099,0.220946,0.2965,0.6557,2,4,FALSE,FALSE,FALSE
"GENE1061","GENE1061_HUMAN","P43642","Protein GENE1061",-0.088,1,0.457799,0,0.3393,6,6,FALSE,FALSE,FALSE
"GENE0391","GENE0391_HUMAN","P24184","Protein GENE0391",1.1753,1,0.874736,0,0.0581,6,5,FALSE,FALSE,FALSE
"GENE2105","GENE2105_HUMAN","P99585","Protein GENE2105",0.6499,1,0.422512,0,0.3742,5,4,FALSE,FALSE,FALSE
"GENE0450","GENE0450_HUMAN","P40306","Protein GENE0450",-0.4341,1,0.308297,0,0.511,3,2,FALSE,FALSE,FALSE
"GENE1850","GENE1850_HUMAN","P99509","Protein GENE1850",3.8225,0.002433,0.000545,2.8532,3.2636,4,2,FALSE,TRUE,TRUE
"GENE2513","GENE2513_HUMAN","P68360","Protein GENE2513",-0.0992,0.180857,0.078066,0.5429,1.1075,5,3,FALSE,FALSE,FALSE
"GENE2226","GENE2226_HUMAN","P08246","Protein GENE2226",0.2267,1,0.250282,0.1006,0.6016,4,4,FALSE,FALSE,FALSE
"GENE1820","GENE1820_HUMAN","P32525","Protein GENE1820",0.408,1,0.717733,0,0.144,4,4,FALSE,FALSE,FALSE
"GENE0226","GENE0226_HUMAN","P00426","Protein GENE0226",-0.3976,1,0.414245,0,0.3827,5,4,TRUE,FALSE,FALSE
"GENE0426","GENE0426_HUMAN","P05640","Protein GENE0426",-0.964,1,0.331584,0.2982,0.4794,4,2,TRUE,FALSE,FALSE
"GENE0974","GENE0974_HUMAN","P46575","Protein GENE0974",0.1058,0.457432,0.364097,0,0.4388,4,2,FALSE,FALSE,FALSE
"GENE2584","GENE2584_HUMAN","P65728","Protein GENE2584",0.0241,1,0.705291,0,0.1516,3,2,TRUE,FALSE,FALSE
"GENE2825","GENE2825_HUMAN","P46930","Protein GENE2825",-0.4401,1,0.48707,0,0.3124,6,5,FALSE,FALSE,FALSE
"GENE0190","GENE0190_HUMAN","P94591","Protein GENE0190",-0.6059,1,0.335394,0,0.4744,5,5,FALSE,FALSE,FALSE
"GENE0944","GENE0944_HUMAN","P20717","Protein GENE0944",0.0199,0.489862,0.101419,0.7069,0.9939,3,3,FALSE,FALSE,FALSE
"GENE1779","GENE1779_HUMAN","P62235","Protein GENE1779",0.0257,1,0.676963,0,0.1694,3,3,FALSE,FALSE,FALSE
"GENE2460","GENE2460_HUMAN","P93336","Protein GENE2460",-0.2102,1,0.929008,0,0.032,3,6,FALSE,FALSE,FALSE
"GENE1889","GENE1889_HUMAN","P81398","Protein GENE1889",0.2982,1,0.872834,0,0.0591,2,4,FALSE,FALSE,FALSE
"GENE0921","GENE0921_HUMAN","P52971","Protein GENE0921",0.019,0.225956,0.064474,0.7984,1.1906,6,4,FALSE,FALSE,FALSE
"GENE0224","GENE0224_HUMAN","P75108","Protein GENE0224",-0.579,1,0.97961,0,0.0089,5,2,FALSE,FALSE,FALSE
"GENE0563","GENE0563_HUMAN","P80263","Protein GENE0563",0.298,1,0.932336,0,0.0304,2,3,FALSE,FALSE,FALSE
"GENE0413","GENE0413_HUMAN","P98237","Protein GENE0413",0.7643,1,0.659523,0,0.1808,6,3,FALSE,TRUE,FALSE
"GENE1684","GENE1684_HUMAN","P08764","Protein GENE1684",-0.138,1,0.32861,0.1007,0.4833,5,2,FALSE,TRUE,FALSE
"GENE1533","GENE1533_HUMAN","P86954","Protein GENE1533",0.1207,1,0.481239,0,0.3176,2,6,FALSE,FALSE,FALSE
"GENE1288","GENE1288_HUMAN","P84953","Protein GENE1288",-0.349,0.836779,0.25152,0.3639,0.5994,4,3,FALSE,FALSE,FALSE
"GENE0956","GENE0956_HUMAN","P12515","Protein GENE0956",-1.2475,0.097456,0.041812,0.6803,1.3787,4,2,FALSE,FALSE,TRUE
"GENE1897","GENE1897_HUMAN","P16894","Protein GENE1897",-0.5485,0.101968,0.09282,0.5302,1.0324,3,5,FALSE,FALSE,FALSE
"GENE0049","GENE0049_HUMAN","P99901","Protein GENE0049",0.3513,0.631062,0.151513,0.527,0.8195,6,5,FALSE,FALSE,FALSE
"GENE2786","GENE2786_HUMAN","P64906","Protein GENE2786",0.2328,1,0.814396,0.0119,0.0892,2,2,FALSE,FALSE,FALSE
"GENE0975","GENE0975_HUMAN","P05536","Protein GENE0975",0.1937,1,0.542834,0,0.2653,2,2,FALSE,FALSE,FALSE
"GENE2703","GENE2703_HUMAN","P55363","Protein GENE2703",0.4051,1,0.954303,0,0.0203,6,5,FALSE,FALSE,FALSE
"GENE2400","GENE2400_HUMAN","P19312","Protein GENE2400",-4.1056,0.004975,0.001403,2.3857,2.853,2,2,FALSE,FALSE,TRUE
"GENE1151","GENE1151_HUMAN","P94581","Protein GENE1151",0.0279,1,0.648676,0,0.188,3,3,FALSE,FALSE,FALSE
"GENE0873","GENE0873_HUMAN","P48688","Protein GENE0873",0.4304,1,0.437441,0,0.3591,3,2,FALSE,FALSE,FALSE
"GENE0689","GENE0689_HUMAN","P37701","Protein GENE0689",-0.4582,1,0.355812,0.2421,0.4488,2,5,TRUE,FALSE,FALSE
"GENE0751","GENE0751_HUMAN","P06273","Protein GENE0751",0.805,0.08847,0.033162,0.9025,1.4794,3,6,FALSE,FALSE,TRUE
"GENE2596","GENE2596_HUMAN","P38090","Protein GENE2596",0.2988,1,0.645328,0,0.1902,4,4,FALSE,FALSE,FALSE
"GENE1178","GENE1178_HUMAN","P71986","Protein GENE1178",1.0382,0.612137,0.39599,0,0.4023,6,4,FALSE,FALSE,FALSE
"GENE0758","GENE0758_HUMAN","P37540","Protein GENE0758",-0.0089,1,0.78881,0,0.103,5,5,FALSE,FALSE,FALSE
"GENE1292","GENE1292_HUMAN","P78954","Protein GENE1292",-3.0256,0.118942,0.024169,1.1324,1.6167,3,3,FALSE,FALSE,TRUE
"GENE1034","GENE1034_HUMAN","P05860","Protein GENE1034",-0.3532,1,0.730578,0.0619,0.1363,5,6,FALSE,TRUE,FALSE
"GENE1142","GENE1142_HUMAN","P38756","Protein GENE1142",0.4174,1,0.502251,0,0.2991,3,5,TRUE,FALSE,FALSE
"GENE2547","GENE2547_HUMAN","P16459","Protein GENE2547",-0.1944,0.27461,0.170633,0.2355,0.7679,4,5,FALSE,FALSE,FALSE
"GENE2585","GENE2585_HUMAN","P34738","Protein GENE2585",0.7021,1,0.634655,0,0.1975,4,2,FALSE,FALSE,FALSE
"GENE0418","GENE0418_HUMAN","P43674","Protein GENE0418",-3.22,0.042975,0.032626,1.0173,1.4864,5,5,FALSE,FALSE,TRUE
"GENE0642","GENE0642_HUMAN","P95777","Protein GENE0642",-0.1224,0.967564,0.777201,0,0.1095,4,6,FALSE,FALSE,FALSE
"GENE1730","GENE1730_HUMAN","P81526","Protein GENE1730",-0.0344,0.390447,0.157132,0.5323,0.8037,6,5,FALSE,FALSE,FALSE
"GENE2757","GENE2757_HUMAN","P14073","Protein GENE2757",0.5066,1,0.540573,0,0.2671,2,2,FALSE,FALSE,FALSE
"GENE0073","GENE0073_HUMAN","P49886","Protein GENE0073",-0.3371,1,0.458587,0,0.3386,2,3,FALSE,FALSE,FALSE
"GENE0603","GENE0603_HUMAN","P18952","Protein GENE0603",-0.1623,1,0.382018,0.0102,0.4179,4,6,FALSE,FALSE,FALSE
"GENE1559","GENE1559_HUMAN","P53094","Protein GENE1559",0.1598,0.955367,0.850446,0,0.0704,2,2,FALSE,FALSE,FALSE
"GENE1314","GENE1314_HUMAN","P46491","Protein GENE1314",-0.6398,0.364683,0.228513,0.4476,0.6411,6,6,FALSE,FALSE,FALSE
"GENE0358","GENE0358_HUMAN","P97254","Protein GENE0358",0.5106,0.89125,0.399015,0.0334,0.399,6,5,FALSE,FALSE,FALSE
"GENE1465","GENE1465_HUMAN","P62341","Protein GENE1465",0.0416,0.873021,0.209748,0.3951,0.6783,6,4,FALSE,FALSE,FALSE
"GENE2035","GENE2035_HUMAN","P56254","Protein GENE2035",0.8037,0.402534,0.101608,0.4903,0.9931,3,2,FALSE,TRUE,FALSE
"GENE0046","GENE0046_HUMAN","P83250","Protein GENE0046",-3.6219,0.160273,0.03764,0.7821,1.4244,5,4,FALSE,TRUE,TRUE
"GENE2233","GENE2233_HUMAN","P10663","Protein GENE2233",-0.1116,0.537375,0.459153,0,0.338,2,5,FALSE,FALSE,FALSE
"GENE0041","GENE0041_HUMAN","P67131","Protein GENE0041",0.1031,1,0.527068,0,0.2781,6,6,FALSE,FALSE,FALSE
"GENE1660","GENE1660_HUMAN","P67890","Protein GENE1660",0.7739,1,0.46361,0,0.3338,6,6,FALSE,FALSE,FALSE
"GENE0386","GENE0386_HUMAN","P19756","Protein GENE0386",0.1477,1,0.556615,0,0.2544,6,3,TRUE,FALSE,FALSE
"GENE2225","GENE2225_HUMAN","P59778","Protein GENE2225",2.3316,0.002078,0.000654,2.7155,3.1843,2,3,FALSE,FALSE,TRUE
"GENE1330","GENE1330_HUMAN","P89339","Protein GENE1330",0.466,0.274091,0.0941,0.6712,1.0264,4,5,FALSE,FALSE,FALSE
"GENE0184","GENE0184_HUMAN","P14214","Protein GENE0184",0.806,1,0.478441,0,0.3202,5,6,FALSE,TRUE,FALSE
"GENE1450","GENE1450_HUMAN","P46737","Protein GENE1450",0.0489,1,0.573988,0,0.2411,4,6,FALSE,FALSE,FALSE
"GENE2760","GENE2760_HUMAN","P72426","Protein GENE2760",0.0368,0.086193,0.061138,0.8322,1.2137,5,2,FALSE,FALSE,FALSE
"GENE2184","GENE2184_HUMAN","P59521","Protein GENE2184",4.2954,0.024665,0.015404,1.4956,1.8124,3,2,FALSE,FALSE,TRUE
"GENE2812","GENE2812_HUMAN","P70575","Protein GENE2812",0.4443,0.420053,0.182566,0.3755,0.7386,4,5,FALSE,FALSE,FALSE
"GENE1578","GENE1578_HUMAN","P43124","Protein GENE1578",1.5927,0.012394,0.002824,1.8539,2.5492,5,4,FALSE,FALSE,TRUE
"GENE0772","GENE0772_HUMAN","P57767","Protein GENE0772",-0.0537,1,0.810982,0,0.091,6,4,FALSE,FALSE,FALSE
"GENE2836","GENE2836_HUMAN","P46090","Protein GENE2836",0.0086,0.341921,0.092681,0.8253,1.033,5,5,FALSE,TRUE,FALSE
"GENE0957","GENE0957_HUMAN","P98420","Protein GENE0957",-0.4598,1,0.381998,0.2233,0.4179,6,3,FALSE,FALSE,FALSE
"GENE2332","GENE2332_HUMAN","P49883","Protein GENE2332",-0.6218,1,0.897375,0,0.047,4,2,FALSE,FALSE,FALSE
"GENE1361","GENE1361_HUMAN","P93837","Protein GENE1361",-0.5158,1,0.321407,0.4636,0.4929,4,3,FALSE,FALSE,FALSE
"GENE2752","GENE2752_HUMAN","P98466","Protein GENE2752",-0.4087,0.725294,0.471995,0,0.3261,4,6,FALSE,FALSE,FALSE
"GENE0489","GENE0489_HUMAN","P25179","Protein GENE0489",2.6427,0.026308,0.013678,1.5296,1.864,2,2,FALSE,FALSE,TRUE
"GENE2213","GENE2213_HUMAN","P22031","Protein GENE2213",0.0067,0.383389,0.210256,0.1137,0.6773,4,3,FALSE,FALSE,FALSE
"GENE2780","GENE2780_HUMAN","P18712","Protein GENE2780",0.176,1,0.992734,0,0.0032,6,3,FALSE,FALSE,FALSE
"GENE2132","GENE2132_HUMAN","P27428","Protein GENE2132",-0.2969,0.741929,0.502696,0.0226,0.2987,6,5,FALSE,FALSE,FALSE
"GENE2500","GENE2500_HUMAN","P14177","Protein GENE2500",-0.589,1,0.43134,0,0.3652,2,6,FALSE,FALSE,FALSE
"GENE1246","GENE1246_HUMAN","P50810","Protein GENE1246",0.1087,1,0.720571,0,0.1423,6,5,FALSE,FALSE,FALSE
"GENE0703","GENE0703_HUMAN","P71725","Protein GENE0703",0.1461,1,0.751445,0,0.1241,5,3,FALSE,TRUE,FALSE
"GENE0544","GENE0544_HUMAN","P73169","Protein GENE0544",-0.0818,1,0.95419,0,0.0204,6,6,FALSE,FALSE,FALSE
"GENE0068","GENE0068_HUMAN","P94242","Protein GENE0068",0.0769,1,0.313369,0.3216,0.5039,2,5,FALSE,FALSE,FALSE
"GENE0761","GENE0761_HUMAN","P06775","Protein GENE0761",0.4533,1,0.533597,0,0.2728,5,5,FALSE,FALSE,FALSE
"GENE0279","GENE0279_HUMAN","P30848","Protein GENE0279",0.5629,0.224894,0.101882,0.4561,0.9919,6,3,FALSE,FALSE,FALSE
"GENE0693","GENE0693_HUMAN","P69089","Protein GENE0693",0.1425,1,0.486057,0.1754,0.3133,6,3,FALSE,TRUE,FALSE
"GENE1938","GENE1938_HUMAN","P64159","Protein GENE1938",-0.4283,1,0.44617,0,0.3505,2,4,FALSE,FALSE,FALSE
"GENE1394","GENE1394_HUMAN","P63190","Protein GENE1394",0.6111,1,0.628646,0,0.2016,4,2,FALSE,FALSE,FALSE
"GENE1158","GENE1158_HUMAN","P97498","Protein GENE1158",-0.1721,0.956706,0.316931,0.4876,0.499,3,5,FALSE,FALSE,FALSE
"GENE0903","GENE0903_HUMAN","P86584","Protein GENE0903",0.0937,1,0.763018,0,0.1175,3,4,FALSE,FALSE,FALSE
"GENE0534","GENE0534_HUMAN","P87750","Protein GENE0534",-0.0269,1,0.376693,0,0.424,4,3,FALSE,FALSE,FALSE
"GENE2042","GENE2042_HUMAN","P42658","Protein GENE2042",-0.0037,0.388712,0.288999,0.2575,0.5391,3,5,FALSE,FALSE,FALSE
"GENE2529","GENE2529_HUMAN","P70891","Protein GENE2529",-0.1555,1,0.872098,0.0532,0.0594,5,4,FALSE,FALSE,FALSE
"GENE1329","GENE1329_HUMAN","P80793","Protein GENE1329",0.9951,1,0.963285,0,0.0162,2,4,FALSE,FALSE,FALSE
"GPATCH2","GPATCH2_HUMAN","P83196","Protein GPATCH2",-0.5151,1,0.399108,0,0.3989,5,3,FALSE,TRUE,FALSE
"GENE1535","GENE1535_HUMAN","P43751","Protein GENE1535",0.9835,0.937742,0.871535,0,0.0597,6,5,FALSE,FALSE,FALSE
"GENE0847","GENE0847_HUMAN","P92638","Protein GENE0847",-0.6505,1,0.776827,0,0.1097,4,2,FALSE,FALSE,FALSE
"GENE0191","GENE0191_HUMAN","P93074","Protein GENE0191",-0.151,1,0.580678,0,0.2361,3,3,FALSE,FALSE,FALSE
"GENE0325","GENE0325_HUMAN","P36560","Protein GENE0325",-0.4138,1,0.340497,0,0.4679,3,3,FALSE,FALSE,FALSE
"GENE0439","GENE0439_HUMAN","P59035","Protein GENE0439",-0.3037,1,0.836893,0,0.0773,2,6,FALSE,FALSE,FALSE
"GENE1455","GENE1455_HUMAN","P79585","Protein GENE1455",-0.1792,1,0.76454,0,0.1166,3,4,FALSE,FALSE,FALSE
"GENE0425","GENE0425_HUMAN","P03458","Protein GENE0425",0.4457,1,0.961931,0.0097,0.0169,2,2,FALSE,FALSE,FALSE
"GENE0324","GENE0324_HUMAN","P89584","Protein GENE0324",0.44,0.824034,0.376762,0,0.4239,3,4,FALSE,FALSE,FALSE
"GENE2893","GENE2893_HUMAN","P31222","Protein GENE2893",-0.0813,0.979772,0.911796,0,0.0401,6,6,FALSE,FALSE,FALSE
"GENE2787","GENE2787_HUMAN","P78887","Protein GENE2787",-0.797,1,0.754067,0,0.1226,5,3,FALSE,FALSE,FALSE
"GENE1050","GENE1050_HUMAN","P02292","Protein GENE1050",-0.1356,0.52737,0.35925,0,0.4446,4,2,FALSE,TRUE,FALSE
"GENE1834","GENE1834_HUMAN","P85092","Protein GENE1834",-2.7389,0.006404,0.00333,2.0194,2.4775,4,5,TRUE,TRUE,TRUE
"GENE2663","GENE2663_HUMAN","P73419","Protein GENE2663",-0.1774,0.964447,0.533337,0,0.273,3,4,FALSE,FALSE,FALSE
"GENE0138","GENE0138_HUMAN","P84692","Protein GENE0138",-0.1988,1,0.91876,0.0328,0.0368,6,3,FALSE,FALSE,FALSE
"GENE1072","GENE1072_HUMAN","P55325","Protein GENE1072",-0.1999,1,0.689178,0,0.1617,2,6,FALSE,FALSE,FALSE
"GPATCH4","GPATCH4_HUMAN","P41258","Protein GPATCH4",0.5692,1,0.934961,0,0.0292,2,5,FALSE,FALSE,FALSE
"GENE1656","GENE1656_HUMAN","P01659","Protein GENE1656",-4.4745,0.078677,0.017159,1.4392,1.7655,2,2,FALSE,FALSE,TRUE
"GENE0775","GENE0775_HUMAN","P77009","Protein GENE0775",-2.6053,0.012865,0.009868,1.4701,2.0058,4,5,FALSE,FALSE,TRUE
"GENE1643","GENE1643_HUMAN","P67985","Protein GENE1643",-0.4115,0.822863,0.66858,0,0.1748,2,3,FALSE,FALSE,FALSE
"GENE1768","GENE1768_HUMAN","P99356","Protein GENE1768",0.3114,0.57151,0.155341,0.1463,0.8087,3,4,FALSE,FALSE,FALSE
"GENE1636","GENE1636_HUMAN","P64864","Protein GENE1636",0.5226,0.684512,0.305091,0,0.5156,4,5,TRUE,FALSE,FALSE
"GENE1612","GENE1612_HUMAN","P64178","Protein GENE1612",0.0128,0.999615,0.820248,0,0.0861,5,3,FALSE,FALSE,FALSE
"GENE0215","GENE0215_HUMAN","P15635","Protein GENE0215",-0.7691,0.796816,0.475123,0,0.3232,6,5,FALSE,FALSE,FALSE
"GENE1748","GENE1748_HUMAN","P59457","Protein GENE1748",-0.2212,0.698322,0.288791,0,0.5394,2,5,FALSE,FALSE,FALSE
"GENE2726","GENE2726_HUMAN","P71126","Protein GENE2726",0.1824,0.477295,0.374078,0.0283,0.427,3,2,FALSE,FALSE,FALSE
"GENE1104","GENE1104_HUMAN","P83606","Protein GENE1104",-0.0089,0.714695,0.342183,0,0.4657,3,5,FALSE,FALSE,FALSE
"GENE2353","GENE2353_HUMAN","P05786","Protein GENE2353",-0.1954,1,0.517059,0.2724,0.2865,4,2,FALSE,FALSE,FALSE
"GENE0381","GENE0381_HUMAN","P06423","Protein GENE0381",-0.8651,1,0.609182,0,0.2153,5,5,FALSE,FALSE,FALSE
"GENE2697","GENE2697_HUMAN","P23758","Protein GENE2697",0.4962,1,0.693905,0,0.1587,4,6,FALSE,FALSE,FALSE
"GENE0500","GENE0500_HUMAN","P33271","Protein GENE0500",-0.0756,0.819089,0.167596,0.6205,0.7757,2,5,FALSE,FALSE,FALSE
"GENE1272","GENE1272_HUMAN","P68844","Protein GENE1272",-0.109,1,0.680767,0,0.167,3,3,FALSE,FALSE,FALSE
"GENE2344","GENE2344_HUMAN","P64441","Protein GENE2344",0.4268,0.823068,0.745775,0,0.1274,3,5,FALSE,FALSE,FALSE
"GENE2278","GENE2278_HUMAN","P19489","Protein GENE2278",-0.0326,1,0.56979,0,0.2443,6,4,FALSE,FALSE,FALSE
"GENE2482","GENE2482_HUMAN","P65455","Protein GENE2482",-0.1554,0.726901,0.213225,0.0578,0.6712,3,5,FALSE,FALSE,FALSE
"GENE0743","GENE0743_HUMAN","P87559","Protein GENE0743",0.3444,0.227577,0.190594,0.0576,0.7199,2,4,FALSE,FALSE,FALSE
"GENE2549","GENE2549_HUMAN","P03679","Protein GENE2549",0.1853,1,0.378597,0.2459,0.4218,2,5,TRUE,FALSE,FALSE
"GENE2659","GENE2659_HUMAN","P16122","Protein GENE2659",-0.1945,1,0.925134,0,0.0338,3,6,FALSE,FALSE,FALSE
"GENE1874","GENE1874_HUMAN","P75828","Protein GENE1874",0.3112,1,0.769983,0,0.1135,6,6,FALSE,FALSE,FALSE
"GENE1667","GENE1667_HUMAN","P74904","Protein GENE1667",-0.7341,1,0.440181,0.0328,0.3564,3,2,FALSE,FALSE,FALSE
"GENE2288","GENE2288_HUMAN","P76218","Protein GENE2288",0.007,1,0.844412,0,0.0734,2,4,FALSE,FALSE,FALSE
"GENE2777","GENE2777_HUMAN","P43947","Protein GENE2777",0.2201,1,0.543233,0,0.265,5,3,TRUE,FALSE,FALSE
"GENE1425","GENE1425_HUMAN","P24648","Protein GENE1425",0.1966,1,0.904482,0,0.0436,6,2,FALSE,FALSE,FALSE
"GENE2665","GENE2665_HUMAN","P47119","Protein GENE2665",-4.4528,0.09501,0.034285,0.9271,1.4649,3,4,FALSE,TRUE,TRUE
"GENE1067","GENE1067_HUMAN","P54454","Protein GENE1067",0.5451,0.244938,0.148764,0.7075,0.8275,3,5,FALSE,FALSE,FALSE
"GENE1283","GENE1283_HUMAN","P25906","Protein GENE1283",0.2947,1,0.857863,0,0.0666,5,2,FALSE,FALSE,FALSE
"GENE1281","GENE1281_HUMAN","P28940","Protein GENE1281",-0.258,0.45441,0.143581,0.6017,0.8429,5,4,FALSE,FALSE,FALSE
"GENE1212","GENE1212_HUMAN","P31283","Protein GENE1212",0.0287,1,0.964354,0,0.0158,5,2,FALSE,FALSE,FALSE
"GENE1628","GENE1628_HUMAN","P22235","Protein GENE1628",-0.079,1,0.615044,0,0.2111,5,5,FALSE,FALSE,FALSE
"GENE2631","GENE2631_HUMAN","P47608","Protein GENE2631",-0.4989,1,0.649865,0,0.1872,2,6,FALSE,FALSE,FALSE
"GENE2280","GENE2280_HUMAN","P11870","Protein GENE2280",-0.5508,1,0.778236,0,0.1089,5,5,FALSE,TRUE,FALSE
"GENE0627","GENE0627_HUMAN","P25878","Protein GENE0627",1.1722,0.14487,0.033914,1.0588,1.4696,2,5,FALSE,FALSE,TRUE
"GENE0099","GENE0099_HUMAN","P24233","Protein GENE0099",-2.6361,0.141909,0.029469,0.9872,1.5306,3,4,FALSE,FALSE,TRUE
"GENE1638","GENE1638_HUMAN","P59408","Protein GENE1638",0.0991,1,0.82628,0,0.0829,3,3,FALSE,FALSE,FALSE
"GENE1240","GENE1240_HUMAN","P87547","Protein GENE1240",-0.1887,1,0.678549,0,0.1684,6,2,FALSE,FALSE,FALSE
"GENE2458","GENE2458_HUMAN","P18842","Protein GENE2458",-0.2338,0.563105,0.144915,0.5626,0.8389,2,4,FALSE,FALSE,FALSE
"GENE2657","GENE2657_HUMAN","P94183","Protein GENE2657",0.0151,1,0.814507,0.0229,0.0891,3,3,TRUE,FALSE,FALSE
"GENE0978","GENE0978_HUMAN","P42311","Protein GENE0978",0.3673,1,0.510819,0.0143,0.2917,6,3,FALSE,FALSE,FALSE
"GENE1792","GENE1792_HUMAN","P97679","Protein GENE1792",1.6445,0.063079,0.028837,1.1507,1.5401,3,3,FALSE,FALSE,TRUE
"GENE0007","GENE0007_HUMAN","P00085","Protein GENE0007",0.2203,0.323229,0.241179,0.5703,0.6177,4,6,FALSE,FALSE,FALSE
"GENE1118","GENE1118_HUMAN","P30870","Protein GENE1118",-0.0414,0.501228,0.301678,0.0121,0.5205,5,2,FALSE,FALSE,FALSE
"GENE1476","GENE1476_HUMAN","P02552","Protein GENE1476",-0.4839,0.664021,0.18416,0.059,0.7348,3,4,FALSE,FALSE,FALSE
"GENE2093","GENE2093_HUMAN","P65334","Protein GENE2093",-0.1188,1,0.718137,0,0.1438,4,2,FALSE,TRUE,FALSE
"GENE2739","GENE2739_HUMAN","P55245","Protein GENE2739",-1.3695,0.1227,0.042953,1.2701,1.367,3,6,FALSE,FALSE,TRUE
"GENE0578","GENE0578_HUMAN","P46334","Protein GENE0578",-0.0139,1,0.745622,0,0.1275,2,5,FALSE,FALSE,FALSE
"GENE2186","GENE2186_HUMAN","P61504","Protein GENE2186",-0.8363,1,0.691322,0,0.1603,3,4,FALSE,FALSE,FALSE
"GENE2180","GENE2180_HUMAN","P59611","Protein GENE2180",0.1715,1,0.550165,0,0.2595,2,2,FALSE,FALSE,FALSE
"GENE1752","GENE1752_HUMAN","P76374","Protein GENE1752",3.8811,0.021358,0.019635,1.0267,1.707,5,2,FALSE,FALSE,TRUE
"GENE0566","GENE0566_HUMAN","P22094","Protein GENE0566",2.841,0.084668,0.03899,0.9302,1.409,6,4,TRUE,FALSE,TRUE
"GENE1010","GENE1010_HUMAN","P19768","Protein GENE1010",-0.736,0.488318,0.2835,0.5342,0.5474,3,4,FALSE,FALSE,FALSE
"GENE2023","GENE2023_HUMAN","P94373","Protein GENE2023",-0.2665,1,0.971657,0,0.0125,6,3,FALSE,TRUE,FALSE
"GENE0274","GENE0274_HUMAN","P20452","Protein GENE0274",0.56,1,0.271893,0.1933,0.5656,6,4,FALSE,FALSE,FALSE
"GENE0688","GENE0688_HUMAN","P15029","Protein GENE0688",0.2396,1,0.907605,0,0.0421,6,5,FALSE,TRUE,FALSE
"GENE1187","GENE1187_HUMAN","P43703","Protein GENE1187",-0.3244,1,0.89779,0,0.0468,5,6,FALSE,FALSE,FALSE
"GENE2858","GENE2858_HUMAN","P75655","Protein GENE2858",-0.2212,0.8269,0.328733,0,0.4832,4,3,FALSE,FALSE,FALSE
